iid,round,position,order,pid,match,dec,attr,sinc,intel,fun,amb,shar,like,prob,met,match_es
283,21,7,9,256,No,Yes,9.0,9.0,9.0,9.0,9.0,9.0,6.0,6.0,No,1.0
283,21,11,13,257,No,Yes,10.0,10.0,10.0,10.0,10.0,10.0,9.0,6.0,No,1.0
283,21,5,7,258,Yes,Yes,10.0,9.0,9.0,9.0,9.0,6.0,10.0,6.0,No,1.0
283,21,1,3,259,No,Yes,10.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,No,1.0
283,21,8,10,260,No,Yes,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,No,1.0
283,21,3,5,261,No,Yes,6.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,No,1.0
283,21,17,19,262,No,Yes,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,No,1.0
283,21,14,16,263,No,No,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,No,1.0
283,21,15,17,264,No,Yes,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,No,1.0
283,21,19,21,265,No,Yes,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,No,1.0
283,21,10,12,266,No,Yes,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,No,1.0
283,21,21,2,267,No,No,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,No,1.0
283,21,9,11,268,No,Yes,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,No,1.0
283,21,20,1,269,Yes,Yes,8.0,8.0,9.0,9.0,9.0,9.0,6.0,9.0,No,1.0
283,21,2,4,270,No,Yes,5.0,5.0,9.0,5.0,9.0,9.0,6.0,9.0,No,1.0
283,21,16,18,271,No,Yes,10.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,No,1.0
283,21,6,8,272,No,Yes,10.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,No,1.0
284,21,18,2,252,No,No,7.0,7.0,NA,7.0,NA,NA,7.0,3.0,No,2.0
284,21,4,9,253,No,No,2.0,5.0,NA,3.0,NA,NA,2.0,1.0,No,2.0
284,21,12,17,254,No,No,3.0,4.0,NA,4.0,7.0,NA,3.0,1.0,No,2.0
284,21,13,18,255,No,Yes,7.0,7.0,NA,8.0,NA,NA,8.0,5.0,No,2.0
284,21,7,12,256,No,Yes,7.0,6.0,NA,6.0,6.0,7.0,8.0,4.0,No,2.0
284,21,11,16,257,No,Yes,7.0,7.0,NA,8.0,NA,7.0,7.0,5.0,No,2.0
284,21,5,10,258,Yes,Yes,7.0,7.0,7.0,9.0,NA,NA,8.0,4.0,No,2.0
284,21,1,6,259,No,No,5.0,4.0,6.0,4.0,NA,NA,4.0,1.0,No,2.0
284,21,8,13,260,No,No,6.0,6.0,NA,6.0,NA,NA,6.0,4.0,No,2.0
284,21,3,8,261,No,No,6.0,8.0,8.0,5.0,6.0,NA,6.0,3.0,No,2.0
284,21,17,1,262,No,No,5.0,9.0,NA,6.0,NA,NA,7.0,2.0,No,2.0
284,21,14,19,263,No,No,6.0,6.0,NA,6.0,NA,NA,7.0,4.0,No,2.0
284,21,15,20,264,No,No,6.0,6.0,NA,4.0,NA,NA,6.0,3.0,NA,2.0
284,21,19,3,265,No,No,4.0,6.0,NA,3.0,3.0,NA,4.0,1.0,No,2.0
284,21,10,15,266,No,No,6.0,8.0,NA,7.0,NA,NA,7.0,5.0,No,2.0
284,21,21,5,267,No,No,7.0,7.0,NA,6.0,NA,NA,7.0,3.0,No,2.0
284,21,9,14,268,No,Yes,7.0,7.0,NA,6.0,NA,NA,7.0,5.0,No,2.0
284,21,20,4,269,No,No,5.0,6.0,NA,6.0,NA,6.0,7.0,4.0,No,2.0
284,21,2,7,270,No,No,6.0,6.0,NA,6.0,NA,6.0,7.0,3.0,No,2.0
284,21,16,21,271,No,No,5.0,5.0,NA,5.0,NA,NA,3.0,1.0,NA,2.0
284,21,6,11,272,No,No,5.0,6.0,NA,6.0,NA,NA,6.0,4.0,No,2.0
285,21,18,15,252,No,Yes,5.0,5.0,5.0,5.0,4.0,4.0,4.5,8.0,No,5.0
285,21,4,1,253,Yes,Yes,5.0,5.0,5.0,4.0,4.0,4.0,4.5,8.0,No,5.0
285,21,12,9,254,No,Yes,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,No,5.0
285,21,13,10,255,No,Yes,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,No,5.0
285,21,7,4,256,No,Yes,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,No,5.0
285,21,11,8,257,No,Yes,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,No,5.0
285,21,5,2,258,No,Yes,7.0,7.0,7.0,7.0,7.0,7.0,6.5,7.0,No,5.0
285,21,1,19,259,No,Yes,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,No,5.0
285,21,8,5,260,Yes,Yes,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,No,5.0
285,21,3,21,261,No,Yes,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,No,5.0
285,21,17,14,262,No,Yes,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,No,5.0
285,21,14,11,263,No,Yes,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,No,5.0
285,21,15,12,264,No,Yes,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,No,5.0
285,21,19,16,265,No,Yes,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,No,5.0
285,21,10,7,266,No,Yes,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,No,5.0
285,21,21,18,267,No,Yes,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,No,5.0
285,21,9,6,268,No,Yes,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,No,5.0
285,21,20,17,269,No,Yes,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,No,5.0
285,21,2,20,270,No,Yes,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,No,5.0
285,21,16,13,271,No,Yes,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,No,5.0
285,21,6,3,272,No,Yes,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,No,5.0
286,21,18,5,252,No,No,9.0,8.0,8.0,7.0,9.0,NA,4.0,3.0,No,3.0
286,21,4,12,253,No,No,6.0,NA,NA,NA,NA,NA,3.0,2.0,No,3.0
286,21,12,20,254,No,No,7.0,NA,9.0,NA,8.0,6.0,4.0,2.0,No,3.0
286,21,13,21,255,No,No,7.0,NA,7.0,NA,8.0,7.0,4.0,4.0,No,3.0
286,21,7,15,256,No,Yes,6.0,NA,7.0,7.0,NA,8.0,5.0,3.0,No,3.0
286,21,11,19,257,No,No,7.0,NA,8.0,NA,NA,NA,5.0,2.0,No,3.0
286,21,5,13,258,No,Yes,8.0,NA,8.0,NA,NA,8.0,5.0,3.0,No,3.0
286,21,1,9,259,No,No,7.0,NA,8.0,NA,7.0,NA,6.0,2.0,No,3.0
286,21,8,16,260,No,No,7.0,NA,8.0,NA,NA,8.0,5.0,3.0,No,3.0
286,21,3,11,261,No,Yes,6.0,NA,8.0,NA,NA,9.0,7.0,5.0,No,3.0
286,21,17,4,262,No,No,7.0,NA,9.0,7.0,NA,NA,4.0,3.0,No,3.0
286,21,14,1,263,No,Yes,8.0,7.0,8.0,7.0,5.0,8.0,5.0,5.0,No,3.0
286,21,15,2,264,No,No,8.0,NA,8.0,NA,NA,NA,5.0,3.0,No,3.0
286,21,19,6,265,No,Yes,7.0,6.0,9.0,NA,NA,4.0,4.0,3.0,No,3.0
286,21,10,18,266,No,Yes,7.0,NA,8.0,NA,NA,9.0,5.0,4.0,No,3.0
286,21,21,8,267,No,No,6.0,NA,7.0,NA,NA,NA,4.0,3.0,No,3.0
286,21,9,17,268,No,Yes,10.0,NA,8.0,NA,NA,NA,4.0,4.0,No,3.0
286,21,20,7,269,No,No,7.0,NA,7.0,7.0,9.0,NA,5.0,4.0,No,3.0
286,21,2,10,270,No,Yes,7.0,NA,9.0,8.0,8.0,NA,6.0,4.0,No,3.0
286,21,16,3,271,No,Yes,8.0,NA,8.0,7.0,NA,NA,6.0,5.0,No,3.0
286,21,6,14,272,No,Yes,9.0,8.0,9.0,8.0,9.0,NA,7.0,5.0,No,3.0
287,21,18,6,252,No,Yes,7.0,7.0,7.0,7.0,6.0,NA,6.0,6.0,No,9.0
287,21,4,13,253,No,No,4.0,7.0,6.0,4.0,4.0,NA,4.0,5.0,No,9.0
287,21,12,21,254,No,Yes,8.0,8.0,7.0,8.0,7.0,9.0,8.0,8.0,No,9.0
287,21,13,1,255,No,Yes,7.0,7.0,5.0,5.0,6.0,9.0,7.0,6.0,No,9.0
287,21,7,16,256,No,Yes,6.0,7.0,6.0,6.0,5.0,5.0,6.0,6.0,No,9.0
287,21,11,20,257,No,Yes,8.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,No,9.0
287,21,5,14,258,No,Yes,8.0,6.0,5.0,4.0,4.0,4.0,5.0,5.0,No,9.0
287,21,1,10,259,No,No,7.0,6.0,6.0,6.0,6.0,4.0,5.0,5.0,No,9.0
287,21,8,17,260,No,Yes,7.0,8.0,8.0,6.0,6.0,6.0,7.0,6.0,No,9.0
287,21,3,12,261,No,No,4.0,6.0,5.0,4.0,5.0,7.0,4.0,5.0,No,9.0
287,21,17,5,262,No,Yes,6.0,8.0,6.0,6.0,5.0,6.0,6.0,7.0,No,9.0
287,21,14,2,263,No,No,4.0,8.0,8.0,8.0,6.0,NA,6.0,7.0,No,9.0
287,21,15,3,264,No,Yes,8.0,8.0,8.0,8.0,7.0,10.0,9.0,8.0,No,9.0
287,21,19,7,265,No,Yes,5.0,9.0,7.0,5.0,5.0,6.0,6.0,7.0,No,9.0
287,21,10,19,266,No,Yes,7.0,7.0,7.0,7.0,6.0,NA,6.0,6.0,No,9.0
287,21,21,9,267,No,Yes,9.0,9.0,9.0,9.0,6.0,10.0,9.0,8.0,No,9.0
287,21,9,18,268,No,Yes,9.0,9.0,9.0,9.0,7.0,9.0,9.0,7.0,NA,9.0
287,21,20,8,269,No,Yes,8.0,8.0,8.0,8.0,8.0,7.0,8.0,7.0,No,9.0
287,21,2,11,270,No,Yes,7.0,7.0,7.0,7.0,5.0,6.0,6.0,5.0,No,9.0
287,21,16,4,271,No,Yes,9.0,6.0,8.0,9.0,6.0,7.0,8.5,7.0,No,9.0
287,21,6,15,272,No,Yes,10.0,7.0,9.0,8.0,7.0,6.0,8.0,6.0,No,9.0
288,21,18,7,252,No,No,4.0,6.0,5.0,8.0,5.0,5.0,5.0,3.0,No,1.0
288,21,4,14,253,No,No,3.0,6.0,6.0,4.0,4.0,5.0,4.0,2.0,No,1.0
288,21,12,1,254,No,No,5.0,5.0,7.0,5.0,5.0,5.0,5.0,5.0,No,1.0
288,21,13,2,255,No,No,5.0,7.0,3.0,4.0,5.0,5.0,5.0,5.0,No,1.0
288,21,7,17,256,No,Yes,6.0,6.0,6.0,6.0,5.0,5.0,6.0,3.0,No,1.0
288,21,11,21,257,No,No,4.0,5.0,6.0,5.0,6.0,5.0,5.0,2.0,No,1.0
288,21,5,15,258,No,No,5.0,6.0,5.0,5.0,5.0,5.0,4.0,2.0,No,1.0
288,21,1,11,259,No,No,4.0,5.0,5.0,5.0,6.0,5.0,4.0,3.0,No,1.0
288,21,8,18,260,No,No,4.0,6.0,5.0,4.0,5.0,5.0,5.0,3.0,No,1.0
288,21,3,13,261,No,No,4.0,6.0,6.0,5.0,6.0,5.0,5.0,3.0,No,1.0
288,21,17,6,262,No,No,4.0,7.0,7.0,6.0,5.0,5.0,6.0,4.0,No,1.0
288,21,14,3,263,Yes,Yes,6.0,5.0,7.0,7.0,6.0,7.0,7.0,4.0,No,1.0
288,21,15,4,264,No,No,3.0,4.0,5.0,3.0,3.0,5.0,4.0,3.0,No,1.0
288,21,19,8,265,No,No,3.0,6.0,5.0,3.0,5.0,3.0,3.0,3.0,No,1.0
288,21,10,20,266,Yes,Yes,7.0,6.0,7.0,6.0,5.0,5.0,6.0,3.0,No,1.0
288,21,21,10,267,No,No,3.0,6.0,3.0,3.0,3.0,3.0,4.0,3.0,No,1.0
288,21,9,19,268,Yes,Yes,5.0,5.0,6.0,5.0,5.0,5.0,6.0,4.0,No,1.0
288,21,20,9,269,Yes,Yes,6.0,7.0,7.0,6.0,5.0,5.0,6.0,3.0,No,1.0
288,21,2,12,270,No,No,4.0,6.0,5.0,6.0,5.0,3.0,5.0,3.0,No,1.0
288,21,16,5,271,No,No,5.0,7.0,3.0,3.0,3.0,3.0,3.0,3.0,No,1.0
288,21,6,16,272,No,No,7.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,No,1.0
289,21,18,8,252,No,No,7.0,6.0,6.0,5.0,7.0,2.0,5.0,3.0,No,2.0
289,21,4,15,253,No,No,2.0,3.0,6.0,2.0,6.0,2.0,3.0,2.0,No,2.0
289,21,12,2,254,No,Yes,5.0,9.0,8.0,7.0,6.0,5.0,8.0,5.0,No,2.0
289,21,13,3,255,No,No,7.0,4.0,7.0,4.0,7.0,3.0,4.0,3.0,No,2.0
289,21,7,18,256,Yes,Yes,6.0,8.0,8.0,8.0,7.0,7.0,7.0,6.0,No,2.0
289,21,11,1,257,No,Yes,7.0,8.0,6.0,6.0,6.0,5.0,7.0,5.0,No,2.0
289,21,5,16,258,No,No,7.0,6.0,7.0,2.0,7.0,2.0,6.0,3.0,No,2.0
289,21,1,12,259,No,No,4.0,3.0,7.0,5.0,5.0,5.0,5.0,3.0,No,2.0
289,21,8,19,260,No,No,5.0,3.0,4.0,2.0,5.0,2.0,4.0,2.0,No,2.0
289,21,3,14,261,No,No,4.0,2.0,6.0,2.0,7.0,2.0,3.0,1.0,No,2.0
289,21,17,7,262,No,Yes,6.0,9.0,9.0,7.0,6.0,8.0,8.0,7.0,No,2.0
289,21,14,4,263,Yes,Yes,7.0,9.0,8.0,8.0,5.0,7.0,8.0,6.0,No,2.0
289,21,15,5,264,No,Yes,8.0,8.0,5.0,5.0,6.0,7.0,7.0,4.0,No,2.0
289,21,19,9,265,No,No,3.0,4.0,5.0,3.0,3.0,2.0,3.0,1.0,No,2.0
289,21,10,21,266,Yes,Yes,8.0,9.0,8.0,8.0,3.0,6.0,8.0,7.0,No,2.0
289,21,21,11,267,No,No,7.0,6.0,5.0,5.0,6.0,3.0,5.0,3.0,No,2.0
289,21,9,20,268,Yes,Yes,10.0,9.0,8.0,6.0,5.0,8.0,8.0,3.0,No,2.0
289,21,20,10,269,Yes,Yes,9.0,9.0,10.0,9.0,8.0,9.0,9.0,6.0,No,2.0
289,21,2,13,270,No,No,5.0,5.0,7.0,5.0,5.0,5.0,5.0,3.0,No,2.0
289,21,16,6,271,No,No,5.0,5.0,4.0,3.0,2.0,1.0,2.0,1.0,No,2.0
289,21,6,17,272,No,No,6.0,4.0,4.0,6.0,3.0,2.0,4.0,2.0,No,2.0
290,21,18,16,252,No,No,8.0,7.0,6.0,5.0,4.0,4.0,3.0,3.0,No,2.0
290,21,4,2,253,No,No,2.0,5.0,6.0,5.0,5.0,4.0,4.0,3.0,No,2.0
290,21,12,10,254,No,No,3.0,6.0,6.0,5.0,6.0,4.0,4.0,4.0,No,2.0
290,21,13,11,255,No,No,3.0,6.0,6.0,4.0,4.0,5.0,4.0,4.0,No,2.0
290,21,7,5,256,No,Yes,7.0,8.0,8.0,7.0,6.0,8.0,7.0,5.0,Yes,2.0
290,21,11,9,257,No,Yes,6.0,7.0,7.0,7.0,6.0,6.0,5.0,4.0,No,2.0
290,21,5,3,258,No,Yes,7.0,7.0,7.0,6.0,6.0,4.0,6.0,5.0,No,2.0
290,21,1,20,259,No,No,3.0,3.0,8.0,5.0,7.0,8.0,3.0,3.0,Yes,2.0
290,21,8,6,260,No,No,4.0,6.0,9.0,7.0,8.0,5.0,6.0,4.0,Yes,2.0
290,21,3,1,261,No,No,5.0,7.0,8.0,6.0,7.0,3.0,4.0,3.0,No,2.0
290,21,17,15,262,No,No,3.0,5.0,6.0,5.0,6.0,3.0,3.0,3.0,No,2.0
290,21,14,12,263,Yes,Yes,5.0,7.0,8.0,7.0,7.0,8.0,7.0,5.0,No,2.0
290,21,15,13,264,No,No,3.0,5.0,7.0,5.0,7.0,4.0,3.0,2.0,No,2.0
290,21,19,17,265,No,No,3.0,5.0,6.0,3.0,5.0,4.0,3.0,2.0,No,2.0
290,21,10,8,266,No,Yes,4.0,7.0,7.0,7.0,7.0,8.0,6.0,4.0,No,2.0
290,21,21,19,267,No,No,4.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,No,2.0
290,21,9,7,268,Yes,Yes,9.0,8.0,8.0,8.0,7.0,7.0,8.0,7.0,No,2.0
290,21,20,18,269,No,Yes,7.0,6.0,7.0,6.0,5.0,5.0,6.0,4.0,No,2.0
290,21,2,21,270,No,No,4.0,6.0,8.0,5.0,5.0,6.0,3.0,3.0,No,2.0
290,21,16,14,271,No,No,3.0,5.0,6.0,6.0,5.0,4.0,4.0,4.0,No,2.0
290,21,6,4,272,No,No,8.0,6.0,6.0,6.0,5.0,3.0,6.0,5.0,No,2.0
291,21,18,9,252,Yes,Yes,6.0,10.0,8.0,9.0,8.0,7.0,7.0,6.0,No,5.0
291,21,4,16,253,No,Yes,5.0,9.0,8.0,7.0,6.0,6.0,7.0,7.0,No,5.0
291,21,12,3,254,No,Yes,6.0,9.0,8.0,7.0,7.0,7.0,7.0,6.0,No,5.0
291,21,13,4,255,No,Yes,5.0,9.0,8.0,7.0,7.0,6.0,6.0,6.0,No,5.0
291,21,7,19,256,No,Yes,5.0,8.0,8.0,7.0,6.0,6.0,6.0,7.0,No,5.0
291,21,11,2,257,No,Yes,6.0,7.0,6.0,6.0,6.0,6.0,6.0,5.0,No,5.0
291,21,5,17,258,No,Yes,5.0,8.0,8.0,7.0,6.0,6.0,6.0,5.0,No,5.0
291,21,1,13,259,No,Yes,6.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,No,5.0
291,21,8,20,260,Yes,Yes,6.0,8.0,8.0,6.0,6.0,7.0,6.0,7.0,No,5.0
291,21,3,15,261,Yes,Yes,6.0,7.0,8.0,7.0,6.0,6.0,6.0,6.0,Yes,5.0
291,21,17,8,262,No,Yes,5.0,10.0,9.0,7.0,6.0,6.0,5.0,7.0,No,5.0
291,21,14,5,263,No,Yes,5.0,10.0,8.0,8.0,6.0,6.0,6.0,6.0,No,5.0
291,21,15,6,264,No,Yes,5.0,8.0,7.0,6.0,6.0,6.0,5.0,5.0,No,5.0
291,21,19,10,265,No,No,4.0,9.0,9.0,6.0,6.0,6.0,5.0,5.0,No,5.0
291,21,10,1,266,Yes,Yes,7.0,9.0,9.0,8.0,5.0,8.0,7.0,7.0,No,5.0
291,21,21,12,267,No,Yes,6.0,9.0,8.0,7.0,6.0,6.0,7.0,7.0,No,5.0
291,21,9,21,268,No,Yes,9.0,9.0,9.0,9.0,8.0,8.0,8.0,7.0,No,5.0
291,21,20,11,269,Yes,Yes,6.0,8.0,8.0,6.0,6.0,7.0,7.0,7.0,No,5.0
291,21,2,14,270,No,Yes,6.0,8.0,8.0,7.0,6.0,6.0,7.0,5.0,No,5.0
291,21,16,7,271,No,Yes,5.0,8.0,7.0,6.0,5.0,6.0,6.0,5.0,No,5.0
291,21,6,18,272,No,Yes,7.0,8.0,7.0,6.0,7.0,7.0,7.0,6.0,No,5.0
292,21,18,19,252,No,No,6.0,10.0,6.0,6.0,6.0,5.0,7.0,7.0,No,6.0
292,21,4,5,253,No,Yes,4.0,10.0,8.0,6.0,7.0,7.0,8.0,6.0,No,6.0
292,21,12,13,254,No,No,5.0,10.0,7.0,4.0,4.0,4.0,5.0,4.0,No,6.0
292,21,13,14,255,No,No,5.0,10.0,8.0,4.0,6.0,4.0,5.0,4.0,No,6.0
292,21,7,8,256,No,Yes,6.0,10.0,7.0,5.0,6.0,4.0,6.0,5.0,No,6.0
292,21,11,12,257,No,Yes,9.0,10.0,7.0,7.0,10.0,5.0,8.0,7.0,No,6.0
292,21,5,6,258,Yes,Yes,7.0,9.0,8.0,9.0,6.0,7.0,9.0,7.0,No,6.0
292,21,1,2,259,No,No,7.0,9.0,9.0,4.0,5.0,4.0,5.0,4.0,No,6.0
292,21,8,9,260,No,No,5.0,10.0,9.0,5.0,6.0,4.0,7.0,6.0,No,6.0
292,21,3,4,261,No,No,5.0,9.0,7.0,4.0,6.0,4.0,5.0,4.0,No,6.0
292,21,17,18,262,No,No,10.0,10.0,10.0,4.0,5.0,4.0,5.0,5.0,No,6.0
292,21,14,15,263,Yes,Yes,6.0,10.0,10.0,8.0,7.0,6.0,7.0,7.0,No,6.0
292,21,15,16,264,No,Yes,6.0,10.0,10.0,7.0,7.0,4.0,7.0,7.0,No,6.0
292,21,19,20,265,No,No,5.0,7.0,7.0,3.0,5.0,3.0,4.0,4.0,No,6.0
292,21,10,11,266,Yes,Yes,7.0,10.0,8.0,5.0,7.0,4.0,7.0,8.0,No,6.0
292,21,21,1,267,No,No,5.0,10.0,7.0,4.0,5.0,4.0,3.0,4.0,No,6.0
292,21,9,10,268,Yes,Yes,8.0,10.0,7.0,7.0,7.0,6.0,7.0,5.0,No,6.0
292,21,20,21,269,No,No,7.0,8.0,7.0,6.0,7.0,5.0,5.0,7.0,No,6.0
292,21,2,3,270,No,No,7.0,10.0,8.0,4.0,5.0,4.0,5.0,4.0,No,6.0
292,21,16,17,271,No,No,7.0,10.0,7.0,7.0,7.0,6.0,7.0,7.0,No,6.0
292,21,6,7,272,No,Yes,6.0,10.0,6.0,9.0,7.0,7.0,7.0,8.0,No,6.0
293,21,18,14,252,No,Yes,8.0,8.0,7.0,8.0,7.0,8.0,8.0,8.0,No,3.0
293,21,4,21,253,No,No,4.0,6.0,7.0,6.0,5.0,8.0,6.0,6.0,No,3.0
293,21,12,8,254,No,No,6.0,8.0,8.0,6.0,5.0,6.0,6.0,6.0,No,3.0
293,21,13,9,255,No,No,5.0,7.0,6.0,5.0,5.0,4.0,5.0,4.0,No,3.0
293,21,7,3,256,No,No,6.0,8.0,9.0,6.0,7.0,4.0,6.0,5.0,No,3.0
293,21,11,7,257,No,No,7.0,7.0,6.0,6.0,5.0,5.0,6.0,7.0,No,3.0
293,21,5,1,258,No,No,5.0,8.0,7.0,8.0,6.0,7.0,6.0,7.0,No,3.0
293,21,1,18,259,No,No,5.0,5.0,6.0,4.0,6.0,4.0,4.0,4.0,No,3.0
293,21,8,4,260,No,No,3.0,6.0,8.0,6.0,6.0,4.0,4.0,5.0,No,3.0
293,21,3,20,261,No,No,5.0,6.0,7.0,6.0,5.0,5.0,5.0,5.0,No,3.0
293,21,17,13,262,No,No,3.0,8.0,7.0,4.0,4.0,3.0,3.0,4.0,No,3.0
293,21,14,10,263,No,No,4.0,8.0,8.0,8.0,7.0,5.0,6.0,6.0,No,3.0
293,21,15,11,264,No,No,5.0,6.0,7.0,6.0,6.0,3.0,5.0,5.0,No,3.0
293,21,19,15,265,No,No,4.0,5.0,4.0,3.0,4.0,2.0,3.0,3.0,No,3.0
293,21,10,6,266,No,No,6.0,7.0,6.0,5.0,4.0,3.0,5.0,5.0,No,3.0
293,21,21,17,267,No,No,7.0,6.0,7.0,7.0,8.0,6.0,6.0,6.0,No,3.0
293,21,9,5,268,Yes,Yes,9.0,8.0,9.0,6.0,6.0,7.0,8.0,7.0,No,3.0
293,21,20,16,269,No,Yes,8.0,6.0,8.0,7.0,6.0,6.0,7.0,6.0,No,3.0
293,21,2,19,270,No,No,6.0,7.0,6.0,5.0,5.0,5.0,5.0,4.0,No,3.0
293,21,16,12,271,Yes,Yes,8.0,7.0,6.0,8.0,5.0,7.0,7.0,7.0,No,3.0
293,21,6,2,272,No,Yes,7.0,8.0,6.0,7.0,5.0,NA,7.0,7.0,No,3.0
294,14,6,6,308,No,No,4.0,9.0,9.0,6.0,8.0,6.0,9.0,6.0,No,1.0
294,14,6,9,309,No,No,7.0,9.0,8.0,9.0,7.0,7.0,7.0,3.0,No,1.0
294,14,6,2,310,No,No,5.0,6.0,5.0,5.0,5.0,3.0,4.0,2.0,No,1.0
294,14,6,11,311,No,No,6.0,6.0,6.0,5.0,8.0,2.0,6.0,1.0,No,1.0
294,14,6,5,312,No,No,6.0,8.0,7.0,7.0,7.0,7.0,8.0,4.0,No,1.0
294,14,6,13,313,No,No,5.0,8.0,8.0,7.0,8.0,8.0,8.0,5.0,No,1.0
294,14,6,14,314,No,No,4.0,9.0,8.0,5.0,9.0,8.0,8.0,2.0,No,1.0
294,14,6,1,315,No,No,6.0,8.0,8.0,6.0,6.0,6.0,7.0,6.0,No,1.0
294,14,6,3,316,Yes,Yes,8.0,9.0,9.0,9.0,9.0,8.0,8.0,6.0,No,1.0
294,14,6,7,317,No,No,8.0,8.0,7.0,7.0,7.0,5.0,7.0,5.0,No,1.0
294,14,6,4,318,No,No,3.0,8.0,8.0,5.0,7.0,5.0,7.0,2.0,No,1.0
294,14,6,10,319,No,No,2.0,8.0,7.0,8.0,7.0,7.0,5.0,1.0,No,1.0
294,14,6,8,320,No,No,4.0,5.0,7.0,5.0,7.0,9.0,6.0,2.0,No,1.0
294,14,6,12,321,No,No,5.0,7.0,7.0,4.0,7.0,1.0,3.0,1.0,No,1.0
295,14,5,5,308,No,No,4.0,10.0,9.0,6.0,6.0,NA,7.0,4.0,No,2.0
295,14,5,8,309,No,Yes,6.0,8.0,NA,9.0,NA,NA,6.0,6.0,No,2.0
295,14,5,1,310,No,Yes,6.0,9.0,10.0,5.0,5.0,NA,6.0,7.0,No,2.0
295,14,5,10,311,No,Yes,7.0,7.0,NA,7.0,NA,NA,7.0,5.0,No,2.0
295,14,5,4,312,No,No,5.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,No,2.0
295,14,5,12,313,No,Yes,7.0,7.0,NA,9.0,NA,9.0,8.0,7.0,No,2.0
295,14,5,13,314,No,No,6.0,8.0,9.0,5.0,5.0,NA,6.0,6.0,No,2.0
295,14,5,14,315,No,No,7.0,7.0,8.0,6.0,NA,NA,7.0,7.0,No,2.0
295,14,5,2,316,No,No,5.0,7.0,8.0,9.0,9.0,NA,6.0,6.0,No,2.0
295,14,5,6,317,No,Yes,8.0,6.0,NA,9.0,NA,NA,8.0,6.0,No,2.0
295,14,5,3,318,No,No,5.0,9.0,8.0,8.0,8.0,8.0,8.0,5.0,No,2.0
295,14,5,9,319,No,No,4.0,8.0,NA,5.0,NA,NA,5.0,6.0,No,2.0
295,14,5,7,320,No,No,5.0,9.0,8.0,5.0,NA,NA,7.0,5.0,No,2.0
295,14,5,11,321,No,Yes,7.0,7.0,NA,5.0,NA,NA,6.0,6.0,No,2.0
296,14,12,12,308,No,No,5.0,5.0,6.0,3.0,3.0,4.0,3.0,1.0,No,4.0
296,14,12,1,309,No,No,7.0,8.0,9.0,3.0,5.0,5.0,6.0,1.0,No,4.0
296,14,12,8,310,No,No,6.0,5.0,5.0,3.0,1.0,3.0,2.0,1.0,No,4.0
296,14,12,3,311,No,No,7.0,6.0,6.0,5.0,3.0,5.0,2.0,1.0,No,4.0
296,14,12,11,312,No,No,6.0,6.0,6.0,6.0,4.0,5.0,6.0,5.0,No,4.0
296,14,12,5,313,No,Yes,8.0,8.0,9.0,8.0,7.0,8.0,8.0,1.0,No,4.0
296,14,12,6,314,No,No,5.0,5.0,6.0,4.0,2.0,2.0,2.0,1.0,No,4.0
296,14,12,7,315,No,Yes,7.0,8.0,8.0,5.0,5.0,5.0,6.0,5.0,No,4.0
296,14,12,9,316,Yes,Yes,9.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,No,4.0
